"Группа";"Дата";"День";"Пара";"Занятия"
"ТЭО-Пф-3501";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ТЭО-Пф-3501";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ТЭО-Пф-3501";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ТЭО-Пф-3501";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"ЛПЗ МДК.03.01 Основы энергоснабжения объектов отрасли — 2 п/г, Сутягин Артём Борисович, Кривоусова"
"ТЭО-Пф-3501";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"МДК.03.01 Основы энергоснабжения объектов отрасли — вся группа, Сутягин Артём Борисович, Кривоусова"
"ТЭО-Пф-3501";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"МДК.03.01 Основы энергоснабжения объектов отрасли — вся группа, Сутягин Артём Борисович, Кривоусова"
"ТЭО-Пф-3501";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"ЛПЗ МДК.03.01 Основы энергоснабжения объектов отрасли — 1 п/г, Сутягин Артём Борисович, Кривоусова"
"ТЭО-Пф-3501";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"ЛПЗ МДК.03.01 Основы энергоснабжения объектов отрасли — 1 п/г, Сутягин Артём Борисович, Кривоусова"
"ТЭО-Пф-3501";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"ЛПЗ МДК.02.02 Разработка документации по эксплуатации электрического и электромеханического оборудования — 1 п/г, Кошелев Дмитрий Александрович, Кривоусова"
"ТЭО-Пф-3501";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"Безопасность жизнидеятельности — вся группа, Потапова Регина Александровна, Кривоусова"
"ТЭО-Пф-3501";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"ЛПЗ МДК.02.02 Разработка документации по эксплуатации электрического и электромеханического оборудования — 2 п/г, Кошелев Дмитрий Александрович, Кривоусова"
"ТЭО-Пф-3501";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ МДК.02.02 Разработка документации по эксплуатации электрического и электромеханического оборудования — 2 п/г, Кошелев Дмитрий Александрович, Кривоусова"
"ТЭО-Пф-3501";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ТЭО-Пф-3501";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ТЭО-Пф-3501";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ПКД-2808п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"Физическая культура — вся группа, Нуров Мирзо Нуралиевич, Лесная"
"ПКД-2808п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"Охрана труда — вся группа, Костарева Наталья Викторовна, Лесная"
"ПКД-2808п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"-"
"ПКД-2808п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"-"
"ПКД-2808п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"ПКД-2808п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"ПКД-2808п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ПКД-2808п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"Биология — вся группа, Никонова Антонина Олеговна, Кривоусова"
"ПКД-2808п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Химия — вся группа, Соболева Любовь Анатольевна, Кривоусова"
"ПКД-2808п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Организация хранения и контроль запасов и сырья — вся группа, Чадова Марина Александровна, Кривоусова"
"ПКД-2808п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"ЛПЗ ВМДК.07.02 Термическая обработка теста и отделка поверхности хлебобулочных изделий — 1 п/г, Чадова Марина Александровна, Кривоусова"
"ПКД-2808п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ПКД-2808п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ПКД-2808п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ПКД-2808п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"Иностранный язык в профессиональной деятельности — 1 п/г, Синельникова Елена Владимировна, Кривоусова | ЛПЗ ВМДК.07.02 Термическая обработка теста и отделка поверхности хлебобулочных изделий — 2 п/г, Чадова Марина Александровна, Кривоусова"
"ПКД-2808п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"Организация хранения и контроль запасов и сырья — вся группа, Чадова Марина Александровна, Кривоусова"
"ПКД-2808п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Техническое оснащение организаций питания — вся группа, Елагина Ольга Александровна, Кривоусова"
"ПКД-2808п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Иностранный язык в профессиональной деятельности — 2 п/г, Шадрина Елена Федоровна, Кривоусова"
"ПКД-2808п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"ПКД-2808п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ПКД-2808п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ПКД-380607п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"Иностранный язык в профессиональной деятельности — 2 п/г, Синельникова Елена Владимировна, Кривоусова | ЛПЗ ВМДК.07.02 Термическая обработка теста и отделка поверхности хлебобулочных изделий — 1 п/г, Чадова Марина Александровна, Кривоусова"
"ПКД-380607п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"Иностранный язык в профессиональной деятельности — 1 п/г, Синельникова Елена Владимировна, Кривоусова | ЛПЗ ВМДК.07.02 Термическая обработка теста и отделка поверхности хлебобулочных изделий — 2 п/г, Кузнецова Елизавета Олеговна, Кривоусова"
"ПКД-380607п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"Основы экономики, менеджмента и маркетинга — вся группа, Елагина Ольга Александровна, Кривоусова"
"ПКД-380607п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"-"
"ПКД-380607п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"ПКД-380607п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"ПКД-380607п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ПКД-380607п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"ПКД-380607п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"ПКД-380607п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"ПКД-380607п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Организация обслуживания — вся группа, Конева Кристина Сергеевна, Кривоусова"
"ПКД-380607п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Информационные технологии в профессиональной деятельности/Адаптивные информационные и коммуникационные технологии — вся группа, Ланитина Елена Сергеевна, Кривоусова"
"ПКД-380607п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"Физическая культура — вся группа, Потапова Регина Александровна, Кривоусова"
"ПКД-380607п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ПКД-380607п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"ПКД-380607п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"ПКД-380607п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"ПКД-380607п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"История — вся группа, Лучинин Александр Васильевич, Лесная"
"ПКД-380607п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"Химия — вся группа, Альшаева Алина Павловна, Лесная"
"ПКД-380607п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"Химия — вся группа, Альшаева Алина Павловна, Лесная"
"ПКД-380607п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"ПКД-4805п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"Эффективное поведение на рынке труда — вся группа, Кропотова Анастасия Андреевна, Лесная"
"ПКД-4805п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"Физическая культура — вся группа, Потапова Регина Александровна, Лесная"
"ПКД-4805п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"-"
"ПКД-4805п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"-"
"ПКД-4805п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"ПКД-4805п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"ПКД-4805п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"ПКД-4805п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"МДК.06.01 Оперативное управление текущей деятельностью подчиненного персонала — вся группа, Елагина Ольга Александровна, Кривоусова"
"ПКД-4805п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Основы предпринимательской деятельности — вся группа, Елагина Ольга Александровна, Кривоусова"
"ПКД-4805п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Калькуляция и учет в общественном питании — вся группа, Елагина Ольга Александровна, Кривоусова"
"ПКД-4805п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"ЛПЗ МДК.04.02 Процессы приготовления, подготовки к реализации холодных и горячих десертов, напитков сложного ассортимента — 2 п/г, Кузнецова Елизавета Олеговна, Кривоусова | ЛПЗ МДК.06.01 Оперативное управление текущей деятельностью подчиненного персонала — 1 п/г, Елагина Ольга Александровна, Кривоусова"
"ПКД-4805п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"ПКД-4805п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"ПКД-4805п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"ПКД-4805п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"ЛПЗ МДК.05.02 Процессы приготовления, подготовки к реализации хлебобулочных, мучных кондитерских изделий сложного ассортимента — 1 п/г, Конева Кристина Сергеевна, Кривоусова"
"ПКД-4805п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"ЛПЗ МДК.04.02 Процессы приготовления, подготовки к реализации холодных и горячих десертов, напитков сложного ассортимента — 1 п/г, Конева Кристина Сергеевна, Кривоусова"
"ПКД-4805п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Психология общения — вся группа, Ярославцева Елена Анатольевна, Кривоусова"
"ПКД-4805п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ МДК.06.01 Оперативное управление текущей деятельностью подчиненного персонала — 2 п/г, Елагина Ольга Александровна, Кривоусова"
"ПКД-4805п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"ЛПЗ МДК.05.02 Процессы приготовления, подготовки к реализации хлебобулочных, мучных кондитерских изделий сложного ассортимента — 2 п/г, Кузнецова Елизавета Олеговна, Кривоусова"
"ПКД-4805п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"ПКД-4805п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"СП-Пф-2603";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"-"
"СП-Пф-2603";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"Иностранный язык в профессиональной деятельности — 2 п/г, Ермолина Ирина Павловна, Лесная"
"СП-Пф-2603";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"Охрана труда — вся группа, Костарева Наталья Викторовна, Лесная"
"СП-Пф-2603";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"ВМДК.06.02 Технология ручной дуговой сварки неплавящимся электродом в защитном газе — вся группа, Лимонова Евгения Николаевна, Лесная"
"СП-Пф-2603";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"ЛПЗ ВМДК.06.02 Технология ручной дуговой сварки неплавящимся электродом в защитном газе — 1 п/г, Лимонова Евгения Николаевна, Лесная"
"СП-Пф-2603";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"СП-Пф-2603";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"СП-Пф-2603";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"СП-Пф-2603";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Иностранный язык в профессиональной деятельности — 1 п/г, Ермолина Ирина Павловна, Лесная"
"СП-Пф-2603";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Техническая механика — вся группа, Абрамчук Раида Филимазовна, Лесная"
"СП-Пф-2603";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Технология конструкционных материалов — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-2603";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"Физическая культура — вся группа, Нуров Мирзо Нуралиевич, Лесная"
"СП-Пф-2603";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"СП-Пф-2603";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"СП-Пф-2603";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"СП-Пф-2603";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"СП-Пф-2603";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"СП-Пф-2603";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Информационные технологии в профессиональной деятельности — 2 п/г, Ланитина Елена Сергеевна, Кривоусова"
"СП-Пф-2603";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"Информационные технологии в профессиональной деятельности — 1 п/г, Ланитина Елена Сергеевна, Кривоусова | ЛПЗ ВМДК.06.02 Технология ручной дуговой сварки неплавящимся электродом в защитном газе — 2 п/г, Лимонова Евгения Николаевна, Кривоусова"
"СП-Пф-2603";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"Материаловедение — вся группа, Лимонова Евгения Николаевна, Кривоусова"
"СП-Пф-2603";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"СП-Пф-2604п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"Охрана труда — вся группа, Костарева Наталья Викторовна, Лесная"
"СП-Пф-2604п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"Техническая механика — вся группа, Абрамчук Раида Филимазовна, Лесная"
"СП-Пф-2604п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"МДК.06.02 Технология ручной дуговой сварки — вся группа, Лимонова Евгения Николаевна, Лесная"
"СП-Пф-2604п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"-"
"СП-Пф-2604п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"СП-Пф-2604п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"СП-Пф-2604п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"СП-Пф-2604п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"СП-Пф-2604п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Информационные технологии в профессиональной деятельности — 2 п/г, Ланитина Елена Сергеевна, Кривоусова"
"СП-Пф-2604п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"Метрология, стандартизация и сертификация — вся группа, Садриева Татьяна Геннадьевна, Кривоусова"
"СП-Пф-2604п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Физическая культура — вся группа, Потапова Регина Александровна, Кривоусова"
"СП-Пф-2604п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"СП-Пф-2604п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"СП-Пф-2604п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"СП-Пф-2604п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"МДК.06.02 Технология ручной дуговой сварки — вся группа, Лимонова Евгения Николаевна, Кривоусова"
"СП-Пф-2604п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"Информационные технологии в профессиональной деятельности — 1 п/г, Ланитина Елена Сергеевна, Кривоусова | ЛПЗ МДК.06.02 Технология ручной дуговой сварки — 2 п/г, Лимонова Евгения Николаевна, Кривоусова"
"СП-Пф-2604п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"Материаловедение — вся группа, Лимонова Евгения Николаевна, Кривоусова"
"СП-Пф-2604п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"ЛПЗ МДК.06.02 Технология ручной дуговой сварки — 1 п/г, Лимонова Евгения Николаевна, Кривоусова"
"СП-Пф-2604п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"СП-Пф-2604п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"СП-Пф-2604п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"СП-Пф-3601";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"ВМДК.06.01 Технология выполнения газовой сварки и резки — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-3601";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"ВМДК.06.01 Технология выполнения газовой сварки и резки — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-3601";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"КП МДК.01.01 Технология сварочных работ — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-3601";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"Иностранный язык в профессиональной деятельности — 2 п/г, Ермолина Ирина Павловна, Лесная"
"СП-Пф-3601";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"СП-Пф-3601";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"СП-Пф-3601";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"СП-Пф-3601";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"МДК.05.02 Технология ручной дуговой сварки неплавящимся электродом в защитном газе — вся группа, Лимонова Евгения Николаевна, Лесная"
"СП-Пф-3601";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"Физическая культура — вся группа, Нуров Мирзо Нуралиевич, Лесная"
"СП-Пф-3601";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"МДК.05.02 Технология ручной дуговой сварки неплавящимся электродом в защитном газе — вся группа, Лимонова Евгения Николаевна, Лесная"
"СП-Пф-3601";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"ЛПЗ МДК.05.02 Технология ручной дуговой сварки неплавящимся электродом в защитном газе — 1 п/г, Лимонова Евгения Николаевна, Лесная"
"СП-Пф-3601";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"СП-Пф-3601";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"СП-Пф-3601";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"СП-Пф-3601";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"СП-Пф-3601";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"СП-Пф-3601";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"СП-Пф-3601";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"СП-Пф-3601";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"ЛПЗ ВМДК.06.01 Технология выполнения газовой сварки и резки — 1 п/г, Подчиненнов Александр Юрьевич, Кривоусова"
"СП-Пф-3601";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"Безопасность жизнедеятельности — вся группа, Потапова Регина Александровна, Кривоусова"
"СП-Пф-3601";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"ЛПЗ МДК.05.02 Технология ручной дуговой сварки неплавящимся электродом в защитном газе — 2 п/г, Лимонова Евгения Николаевна, Кривоусова"
"СП-Пф-3602п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"-"
"СП-Пф-3602п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"-"
"СП-Пф-3602п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"-"
"СП-Пф-3602п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"МДК.03.01 Формы и методы контроля качества металлов и сварных конструкций — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-3602п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"МДК.01.02 Основное оборудование для производства сварных конструкций — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-3602п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"Иностранный язык в профессиональной деятельности — вся группа, Ермолина Ирина Павловна, Лесная"
"СП-Пф-3602п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"Безопасность жизнедеятельности — вся группа, Потапова Регина Александровна, Лесная"
"СП-Пф-3602п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"ВМДК.06.01 Технология выполнения газовой сварки и резки — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-3602п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"МДК.05.02 Технология ручной дуговой сварки неплавящимся электродом в защитном газе — вся группа, Лимонова Евгения Николаевна, Лесная"
"СП-Пф-3602п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"СП-Пф-3602п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"СП-Пф-3602п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"СП-Пф-3602п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"СП-Пф-3602п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"СП-Пф-3602п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"СП-Пф-3602п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"ЛПЗ МДК.01.02 Основное оборудование для производства сварных конструкций — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-3602п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"КП МДК.01.01 Технология сварочных работ — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-Пф-3602п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"Физическая культура — вся группа, Нуров Мирзо Нуралиевич, Лесная"
"СП-Пф-3602п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"СП-Пф-3602п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"СП-Пф-3602п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"СП-4611";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"МДК.04.01 Основы организации и планирования производственных работ на сварочном участке — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4611";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"МДК.02.01 Основы расчѐта и проектирования сварных конструкций — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4611";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"МДК.02.01 Основы расчѐта и проектирования сварных конструкций — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4611";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"-"
"СП-4611";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"-"
"СП-4611";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"-"
"СП-4611";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"СП-4611";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"СП-4611";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"МДК.02.02 Основы проектирования технологических процессов — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-4611";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"МДК.02.02 Основы проектирования технологических процессов — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-4611";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"Эффективное поведение на рынке труда — вся группа, Кропотова Анастасия Андреевна, Лесная"
"СП-4611";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"-"
"СП-4611";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"-"
"СП-4611";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"-"
"СП-4611";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"ЛПЗ МДК.02.01 Основы расчѐта и проектирования сварных конструкций — 2 п/г, Билалова Рауиза Галлинуровна, Лесная | ЛПЗ МДК.02.02 Основы проектирования технологических процессов — 1 п/г, Ахметов Артур Фанависович, Лесная"
"СП-4611";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"МДК.04.01 Основы организации и планирования производственных работ на сварочном участке — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4611";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"МДК.04.01 Основы организации и планирования производственных работ на сварочном участке — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4611";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"-"
"СП-4611";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"-"
"СП-4611";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"-"
"СП-4611";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
"СП-4612п";"03.09.2026";"ЧТ";"1 пара (08:30-09:55)";"-"
"СП-4612п";"03.09.2026";"ЧТ";"2 пара (10:05-11:30)";"-"
"СП-4612п";"03.09.2026";"ЧТ";"3 пара (12:25-13:50)";"-"
"СП-4612п";"03.09.2026";"ЧТ";"4 пара (14:00-15:25)";"МДК.04.01 Основы организации и планирования производственных работ на сварочном участке — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4612п";"03.09.2026";"ЧТ";"5 пара (15:35-16:55)";"МДК.02.02 Основы проектирования технологических процессов — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4612п";"03.09.2026";"ЧТ";"6 пара (17:05-18:25)";"МДК.02.02 Основы проектирования технологических процессов — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4612п";"03.09.2026";"ЧТ";"7 пара (18:35-19:55)";"-"
"СП-4612п";"04.09.2026";"ПТ";"1 пара (08:30-09:55)";"-"
"СП-4612п";"04.09.2026";"ПТ";"2 пара (10:05-11:30)";"-"
"СП-4612п";"04.09.2026";"ПТ";"3 пара (12:25-13:50)";"-"
"СП-4612п";"04.09.2026";"ПТ";"4 пара (14:00-15:25)";"-"
"СП-4612п";"04.09.2026";"ПТ";"5 пара (15:35-16:55)";"МДК.02.01 Основы расчѐта и проектирования сварных конструкций — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-4612п";"04.09.2026";"ПТ";"6 пара (17:05-18:25)";"МДК.02.01 Основы расчѐта и проектирования сварных конструкций — вся группа, Ахметов Артур Фанависович, Лесная"
"СП-4612п";"04.09.2026";"ПТ";"7 пара (18:35-19:55)";"Эффективное поведение на рынке труда — вся группа, Кропотова Анастасия Андреевна, Лесная"
"СП-4612п";"05.09.2026";"СБ";"1 пара (08:30-09:45)";"-"
"СП-4612п";"05.09.2026";"СБ";"2 пара (09:55-11:10)";"-"
"СП-4612п";"05.09.2026";"СБ";"3 пара (11:30-12:45)";"-"
"СП-4612п";"05.09.2026";"СБ";"4 пара (12:55-14:10)";"МДК.04.01 Основы организации и планирования производственных работ на сварочном участке — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4612п";"05.09.2026";"СБ";"5 пара (14:20-15:30)";"МДК.04.01 Основы организации и планирования производственных работ на сварочном участке — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4612п";"05.09.2026";"СБ";"6 пара (15:40-16:50)";"ЛПЗ МДК.02.01 Основы расчѐта и проектирования сварных конструкций — вся группа, Билалова Рауиза Галлинуровна, Лесная"
"СП-4612п";"05.09.2026";"СБ";"7 пара (17:00-18:10)";"-"
